StockCode,Description,UnitPrice_median,TotalQty,Supplier,CostPrice,LeadTimeDays,Category,SupplierClean,CategoryClean
22376,AIRLINE BAG VINTAGE JET SET WHITE,4.25,255,Euro Parts,2.208828284053114,36.0,Unknown,EuroParts GmbH,Other
22377,BOTTLE BAG RETROSPOT,2.1,1321,GlobalTrade Co,1.4353343766073523,11.0,Stationery,GlobalTrade Co,Stationery
22378,WALL TIDY RETROSPOT,2.1,2287,Euro Parts,1.0151429078565224,8.0,home decor,EuroParts GmbH,Home Decor
22379,RECYCLING BAG RETROSPOT,2.1,6846,Acme Supplies Ltd,1.0049214901528496,20.0,Kitchen,Acme Supplies Ltd,Kitchen
22380,TOY TIDY SPACEBOY,2.1,1280,,1.2108096491803044,16.0,Gifts,UNKNOWN,Gifts
22381,TOY TIDY PINK POLKADOT,2.1,3414,Pacific Importers,1.0317241957821357,21.0,Stationery,Pacific Importers,Stationery
22382,LUNCH BAG SPACEBOY DESIGN,1.65,10305,Euro Parts,0.6652477626843275,16.0,Home Decor,EuroParts GmbH,Home Decor
22383,LUNCH BAG SUKI  DESIGN,1.65,12405,Global Trade Co.,1.034391822015058,42.0,home decor,GlobalTrade Co,Home Decor
22384,LUNCH BAG PINK POLKADOT,1.65,10363,PACIFIC IMPORTERS LLC,0.9551566819003098,19.0,LIGHTING,Pacific Importers,Lighting
22385,JUMBO BAG SPACEBOY DESIGN,2.08,8566,Pacific Importers,1.1563369689510214,37.0,home decor,Pacific Importers,Home Decor
22386,JUMBO BAG PINK POLKADOT,2.08,21009,EuroParts GmbH,1.5359530786421336,31.0,Lighting,EuroParts GmbH,Lighting
22389,PAPERWEIGHT SAVE THE PLANET,2.55,238,Acme Supplies Ltd,1.5297952716869003,44.0,home decor,Acme Supplies Ltd,Home Decor
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2.55,268,Acme Supplies Ltd,1.7906126831770257,19.0,home decor,Acme Supplies Ltd,Home Decor
22391,PAPERWEIGHT HOME SWEET HOME,2.55,158,acme-supplies,1.1444593358131054,10.0,Home Decor,Acme Supplies Ltd,Home Decor
22393,PAPERWEIGHT VINTAGE COLLAGE,2.55,508,ACME SUPPLIES,1.528016768343014,3.0,Gifts,Acme Supplies Ltd,Gifts
22394,PAPERWEIGHT KINGS CHOICE,2.55,162,,1.7946718168573306,23.0,Unknown,UNKNOWN,Other
22395,PAPERWEIGHT VINTAGE PAISLEY,4.96,152,ACME SUPPLIES,2.9962715946379026,9.0,Stationery,Acme Supplies Ltd,Stationery
22396,MAGNETS PACK OF 4 RETRO PHOTO,0.39,1220,Unknown Vendor,0.2540089353143357,7.0,Home Decor,UNKNOWN,Home Decor
22398,MAGNETS PACK OF 4 SWALLOWS,0.39,2492,GlobalTrade Co,0.2067839470063663,26.0,Stationery,GlobalTrade Co,Stationery
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1.25,1128,ACME SUPPLIES,0.5404466637037166,30.0,LIGHTING,Acme Supplies Ltd,Lighting
22400,MAGNETS PACK OF 4 HOME SWEET HOME,0.39,1399,Euro Parts,0.2185033902848452,19.0,Kitchen,EuroParts GmbH,Kitchen
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,0.39,1711,PACIFIC IMPORTERS LLC,0.209846436849504,39.0,Lighting,Pacific Importers,Lighting
22403,MAGNETS PACK OF 4 VINTAGE LABELS,0.42,1311,Pacific Importers,0.2954578468097052,22.0,LIGHTING,Pacific Importers,Lighting
22405,MONEY BOX POCKET MONEY DESIGN,1.25,373,Pacific Importers,0.6067479447792067,5.0,Gifts,Pacific Importers,Gifts
22406,MONEY BOX KINGS CHOICE DESIGN,1.25,345,EuroParts GmbH,0.9229462245466096,39.0,Home Decor,EuroParts GmbH,Home Decor
22407,MONEY BOX FIRST ADE DESIGN,1.25,95,ACME SUPPLIES,0.9191854274144672,28.0,Lighting,Acme Supplies Ltd,Lighting
22408,MONEY BOX CONFECTIONERY DESIGN,1.25,146,Unknown Vendor,0.6083388438437545,17.0,home decor,UNKNOWN,Home Decor
22409,MONEY BOX BISCUITS DESIGN,1.25,207,Unknown Vendor,0.6522727305213277,10.0,Gifts,UNKNOWN,Gifts
22410,MONEY BOX HOUSEKEEPING DESIGN,1.25,237,PACIFIC IMPORTERS LLC,0.8918056366323246,15.0,LIGHTING,Pacific Importers,Lighting
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2.08,12248,ACME SUPPLIES,1.5357009768123662,5.0,Gifts,Acme Supplies Ltd,Gifts
22412,METAL SIGN NEIGHBOURHOOD WITCH,2.1,875,EuroParts GmbH,1.1659277405844926,3.0,Unknown,EuroParts GmbH,Other
22413,METAL SIGN TAKE IT OR LEAVE IT,2.95,3759,Acme Supplies Ltd,1.511429449624227,11.0,LIGHTING,Acme Supplies Ltd,Lighting
22414,DOORMAT NEIGHBOURHOOD WITCH,7.95,280,Acme Supplies Ltd,4.643856591872416,33.0,LIGHTING,Acme Supplies Ltd,Lighting
22415,WHITE TISSUE REAM,7.95,-12,acme-supplies,5.093717816712657,43.0,Kitchen,Acme Supplies Ltd,Kitchen
22416,SET OF 36 DOILIES SPACEBOY DESIGN,1.45,862,Global Trade Co.,0.7187883165528022,28.0,Unknown,GlobalTrade Co,Other
22417,PACK OF 60 SPACEBOY CAKE CASES,0.55,8380,,0.3617710861141715,19.0,Unknown,UNKNOWN,Other
22418,10 COLOUR SPACEBOY PEN,0.85,6392,EuroParts GmbH,0.3553680637416057,36.0,Stationery,EuroParts GmbH,Stationery
22419,LIPSTICK PEN RED,0.42,3341,EuroParts GmbH,0.1752462904363692,11.0,Stationery,EuroParts GmbH,Stationery
22420,LIPSTICK PEN BABY PINK,0.42,1334,Global Trade Co.,0.2247842926563951,15.0,home decor,GlobalTrade Co,Home Decor
22421,LIPSTICK PEN FUSCHIA,0.42,2596,GlobalTrade Co,0.2199605592329259,7.0,Lighting,GlobalTrade Co,Lighting
22422,TOOTHPASTE TUBE PEN,1.25,1274,GlobalTrade Co,0.6380895317231292,43.0,Kitchen,GlobalTrade Co,Kitchen
22423,REGENCY CAKESTAND 3 TIER,12.75,12980,Unknown Vendor,7.291175690910012,15.0,LIGHTING,UNKNOWN,Lighting
22424,ENAMEL BREAD BIN CREAM,12.75,847,Acme Supplies Ltd,6.531273611065386,3.0,Gifts,Acme Supplies Ltd,Gifts
22425,ENAMEL COLANDER CREAM,4.95,455,,2.3130868437459693,27.0,home decor,UNKNOWN,Home Decor
22426,ENAMEL WASH BOWL CREAM,3.75,719,Pacific Importers,1.9061787831787889,6.0,Kitchen,Pacific Importers,Kitchen
22427,ENAMEL FLOWER JUG CREAM,5.95,2042,Global Trade Co.,4.4102381481273145,38.0,Kitchen,GlobalTrade Co,Kitchen
22428,ENAMEL FIRE BUCKET CREAM,6.95,250,EuroParts GmbH,3.78003338683997,12.0,LIGHTING,EuroParts GmbH,Lighting
22429,ENAMEL MEASURING JUG CREAM,4.25,1239,Pacific Importers,2.3615102555767744,30.0,LIGHTING,Pacific Importers,Lighting
22430,ENAMEL WATERING CAN CREAM,4.95,610,,2.9788641950903503,8.0,Lighting,UNKNOWN,Lighting
22431,WATERING CAN BLUE ELEPHANT,1.95,2054,,1.4511300744427096,29.0,Stationery,UNKNOWN,Stationery
22432,WATERING CAN PINK BUNNY,1.95,1707,Global Trade Co.,0.9448928711674084,14.0,LIGHTING,GlobalTrade Co,Lighting
22433,WATERING CAN GREEN DINOSAUR,1.95,1391,acme-supplies,1.244975040438386,5.0,Kitchen,Acme Supplies Ltd,Kitchen
22434,BALLOON PUMP WITH 10 BALLOONS,1.95,780,Pacific Importers,1.268659553342227,35.0,Kitchen,Pacific Importers,Kitchen
22435,SET OF 9 HEART SHAPED BALLOONS,1.25,2320,,0.7657044323469664,12.0,Kitchen,UNKNOWN,Kitchen
22436,12 COLOURED PARTY BALLOONS,0.65,2135,ACME SUPPLIES,0.2801515722673365,33.0,Home Decor,Acme Supplies Ltd,Home Decor
22437,SET OF 9 BLACK SKULL BALLOONS,0.85,2840,PACIFIC IMPORTERS LLC,0.541369502058704,17.0,Kitchen,Pacific Importers,Kitchen
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1.95,1022,PACIFIC IMPORTERS LLC,0.8237446402821897,9.0,Kitchen,Pacific Importers,Kitchen
22439,6 ROCKET BALLOONS,0.65,1836,EuroParts GmbH,0.3956224527726015,38.0,LIGHTING,EuroParts GmbH,Lighting
22440,BALLOON WATER BOMB PACK OF 35,0.42,6024,Acme Supplies Ltd,0.2767184330515961,16.0,Gifts,Acme Supplies Ltd,Gifts
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2.1,1048,EuroParts GmbH,0.9950628696056636,23.0,Unknown,EuroParts GmbH,Other
22442,GROW YOUR OWN FLOWERS SET OF 3,7.95,285,,5.521813235987769,5.0,Home Decor,UNKNOWN,Home Decor
22443,GROW YOUR OWN HERBS SET OF 3,7.95,156,ACME SUPPLIES,3.2644594638955846,5.0,Kitchen,Acme Supplies Ltd,Kitchen
22444,GROW YOUR OWN PLANT IN A CAN,1.25,1341,acme-supplies,0.869168127850509,24.0,Unknown,Acme Supplies Ltd,Other
22445,PENCIL CASE LIFE IS BEAUTIFUL,2.95,475,Unknown Vendor,1.655289744788655,21.0,Kitchen,UNKNOWN,Kitchen
22446,PIN CUSHION BABUSHKA PINK,2.46,439,ACME SUPPLIES,1.171343216281146,37.0,Lighting,Acme Supplies Ltd,Lighting
22447,PIN CUSHION BABUSHKA BLUE,2.51,137,,1.121524100377201,14.0,LIGHTING,UNKNOWN,Lighting
22448,PIN CUSHION BABUSHKA RED,3.35,201,Pacific Importers,2.457752653990332,7.0,LIGHTING,Pacific Importers,Lighting
22449,SILK PURSE BABUSHKA PINK,3.35,361,acme-supplies,1.4252004014389064,12.0,Lighting,Acme Supplies Ltd,Lighting
22450,SILK PURSE BABUSHKA BLUE,3.35,194,,1.573437034874873,43.0,Unknown,UNKNOWN,Other
22451,SILK PURSE BABUSHKA RED,3.35,209,Global Trade Co.,1.7478217023652465,35.0,LIGHTING,GlobalTrade Co,Lighting
22452,MEASURING TAPE BABUSHKA PINK,2.55,682,Pacific Importers,1.5735596026978,15.0,Home Decor,Pacific Importers,Home Decor
22453,MEASURING TAPE BABUSHKA BLUE,2.95,431,GlobalTrade Co,1.7425071205475715,37.0,Gifts,GlobalTrade Co,Gifts
22454,MEASURING TAPE BABUSHKA RED,2.95,262,Pacific Importers,1.3097269059157144,34.0,Home Decor,Pacific Importers,Home Decor
22456,NATURAL SLATE CHALKBOARD LARGE,4.95,1663,ACME SUPPLIES,2.481953731826457,13.0,Home Decor,Acme Supplies Ltd,Home Decor
22457,NATURAL SLATE HEART CHALKBOARD,2.95,9120,GlobalTrade Co,1.42651120364632,40.0,Lighting,GlobalTrade Co,Lighting
22458,CAST IRON HOOK GARDEN FORK,2.55,458,Unknown Vendor,1.2105869976326298,26.0,Lighting,UNKNOWN,Lighting
22459,CAST IRON HOOK GARDEN TROWEL,2.55,183,acme-supplies,1.3869463203083885,37.0,Gifts,Acme Supplies Ltd,Gifts
22460,EMBOSSED GLASS TEALIGHT HOLDER,1.25,2540,PACIFIC IMPORTERS LLC,0.8080137605088499,21.0,home decor,Pacific Importers,Home Decor
22461,SAVOY ART DECO CLOCK,10.95,180,GlobalTrade Co,5.213388362722557,8.0,home decor,GlobalTrade Co,Home Decor
22464,HANGING METAL HEART LANTERN,1.65,3305,Euro Parts,0.8717570530284718,42.0,home decor,EuroParts GmbH,Home Decor
22465,HANGING METAL STAR LANTERN,1.65,2033,Acme Supplies Ltd,0.8857548140007712,44.0,Kitchen,Acme Supplies Ltd,Kitchen
22466,FAIRY TALE COTTAGE NIGHTLIGHT,1.95,3049,Unknown Vendor,1.4464315813396675,37.0,Gifts,UNKNOWN,Gifts
22467,GUMBALL COAT RACK,2.55,7877,Global Trade Co.,1.8720397235145687,6.0,Kitchen,GlobalTrade Co,Kitchen
22468,BABUSHKA LIGHTS STRING OF 10,6.75,514,acme-supplies,4.59032503925178,35.0,Unknown,Acme Supplies Ltd,Other
22469,HEART OF WICKER SMALL,1.65,17791,Acme Supplies Ltd,0.7995580267730794,15.0,Unknown,Acme Supplies Ltd,Other
22470,HEART OF WICKER LARGE,2.95,9830,ACME SUPPLIES,1.250248526799649,38.0,Stationery,Acme Supplies Ltd,Stationery
22471,TV DINNER TRAY AIR HOSTESS,4.95,419,Pacific Importers,2.529036418600983,21.0,home decor,Pacific Importers,Home Decor
22472,TV DINNER TRAY DOLLY GIRL,4.95,321,GlobalTrade Co,2.442221556894112,14.0,Lighting,GlobalTrade Co,Lighting
22473,TV DINNER TRAY VINTAGE PAISLEY,4.95,505,Euro Parts,2.856516448753627,13.0,Stationery,EuroParts GmbH,Stationery
22474,SPACEBOY TV DINNER TRAY,4.95,273,Global Trade Co.,3.327413604192452,8.0,Stationery,GlobalTrade Co,Stationery
22475,SKULL DESIGN TV DINNER TRAY,4.95,324,acme-supplies,3.4670444916076213,14.0,Lighting,Acme Supplies Ltd,Lighting
22476,EMPIRE UNION JACK TV DINNER TRAY,4.95,874,PACIFIC IMPORTERS LLC,3.4437270279737064,29.0,LIGHTING,Pacific Importers,Lighting
22477,WATERING CAN GARDEN MARKER,1.25,1373,EuroParts GmbH,0.6573580580350922,43.0,Stationery,EuroParts GmbH,Stationery
22478,BIRDHOUSE GARDEN MARKER,1.25,1543,ACME SUPPLIES,0.8006650252640488,27.0,LIGHTING,Acme Supplies Ltd,Lighting
22479,DAISY GARDEN MARKER,1.25,1139,ACME SUPPLIES,0.6368649614168463,44.0,home decor,Acme Supplies Ltd,Home Decor
22480,RED TEA TOWEL CLASSIC DESIGN,1.25,607,Acme Supplies Ltd,0.5266461751653925,5.0,Home Decor,Acme Supplies Ltd,Home Decor
22481,BLACK TEA TOWEL CLASSIC DESIGN,1.25,539,EuroParts GmbH,0.8069348037012873,5.0,LIGHTING,EuroParts GmbH,Lighting
22482,BLUE TEA TOWEL CLASSIC DESIGN,1.25,412,PACIFIC IMPORTERS LLC,0.5042995542492822,22.0,Kitchen,Pacific Importers,Kitchen
22483,RED GINGHAM TEDDY BEAR,2.95,773,Global Trade Co.,1.6024810215508896,30.0,home decor,GlobalTrade Co,Home Decor
22485,SET OF 2 WOODEN MARKET CRATES,12.75,520,Euro Parts,6.569854989260513,25.0,LIGHTING,EuroParts GmbH,Lighting
22486,PLASMATRONIC LAMP,8.29,65,Euro Parts,5.32783492801245,5.0,Gifts,EuroParts GmbH,Gifts
22487,WHITE WOOD GARDEN PLANT LADDER,9.95,760,Pacific Importers,6.648449858888019,44.0,Lighting,Pacific Importers,Lighting
22488,NATURAL SLATE RECTANGLE CHALKBOARD,1.65,3161,,0.8356146522734164,26.0,Home Decor,UNKNOWN,Home Decor
22489,PACK OF 12 TRADITIONAL CRAYONS,0.42,9719,ACME SUPPLIES,0.2873091711233934,42.0,Unknown,Acme Supplies Ltd,Other
22491,PACK OF 12 COLOURED PENCILS,0.85,3947,Acme Supplies Ltd,0.4274402362502177,8.0,Gifts,Acme Supplies Ltd,Gifts
22492,MINI PAINT SET VINTAGE,0.65,26437,acme-supplies,0.3615392468969427,22.0,Gifts,Acme Supplies Ltd,Gifts
22493,PAINT YOUR OWN CANVAS SET,1.65,2190,Acme Supplies Ltd,1.0798531993506624,13.0,LIGHTING,Acme Supplies Ltd,Lighting
22494,EMERGENCY FIRST AID TIN,2.46,1049,Pacific Importers,1.5806043173625428,34.0,Gifts,Pacific Importers,Gifts
22495,SET OF 2 ROUND TINS CAMEMBERT,2.95,277,,2.1994579476623466,29.0,Stationery,UNKNOWN,Stationery
22496,SET OF 2 ROUND TINS DUTCH CHEESE,2.95,250,Acme Supplies Ltd,1.4124787575029498,23.0,Stationery,Acme Supplies Ltd,Stationery
22497,SET OF 2 TINS VINTAGE BATHROOM,4.25,208,Acme Supplies Ltd,2.685197896390129,15.0,Stationery,Acme Supplies Ltd,Stationery
22498,WOODEN REGATTA BUNTING,5.95,334,Global Trade Co.,3.649662573984307,24.0,home decor,GlobalTrade Co,Home Decor
22499,WOODEN UNION JACK BUNTING,5.95,2087,,4.285692531475488,37.0,LIGHTING,UNKNOWN,Lighting
22500,SET OF 2 TINS JARDIN DE PROVENCE,4.95,253,GlobalTrade Co,1.0306951407350362,24.0,Stationery,GlobalTrade Co,Stationery
22501,PICNIC BASKET WICKER LARGE,9.95,1467,Pacific Importers,6.598137104691494,30.0,Home Decor,Pacific Importers,Home Decor
22502,PICNIC BASKET WICKER SMALL,5.95,1873,Acme Supplies Ltd,3.5634193933797107,23.0,Stationery,Acme Supplies Ltd,Stationery
22503,CABIN BAG VINTAGE PAISLEY,24.95,80,Acme Supplies Ltd,12.378519707922884,20.0,LIGHTING,Acme Supplies Ltd,Lighting
22504,CABIN BAG VINTAGE RETROSPOT,16.63,242,Unknown Vendor,9.413448417793628,33.0,Lighting,UNKNOWN,Lighting
22505,MEMO BOARD COTTAGE DESIGN,4.95,1456,Unknown Vendor,2.5582679544234246,39.0,Gifts,UNKNOWN,Gifts
22507,MEMO BOARD RETROSPOT  DESIGN,4.95,2953,Acme Supplies Ltd,2.983660470331009,23.0,Home Decor,Acme Supplies Ltd,Home Decor
22508,DOORSTOP RETROSPOT HEART,3.75,1577,Unknown Vendor,2.666813301694249,16.0,LIGHTING,UNKNOWN,Lighting
22509,SEWING BOX RETROSPOT DESIGN,16.95,195,PACIFIC IMPORTERS LLC,10.157401820025388,27.0,Unknown,Pacific Importers,Other
22510,GINGHAM BABUSHKA DOORSTOP,3.75,211,,2.3291356740536417,29.0,Stationery,UNKNOWN,Stationery
22511,RETROSPOT BABUSHKA DOORSTOP,3.75,250,Global Trade Co.,2.1808565493380563,42.0,Unknown,GlobalTrade Co,Other
22512,DOORSTOP RACING CAR DESIGN,3.75,124,Pacific Importers,1.567154727209687,25.0,Gifts,Pacific Importers,Gifts
22513,DOORSTOP FOOTBALL DESIGN,3.75,153,Pacific Importers,1.8056268558998736,33.0,Home Decor,Pacific Importers,Home Decor
22514,CHILDS GARDEN SPADE BLUE,2.1,309,PACIFIC IMPORTERS LLC,1.2016212711325809,31.0,Gifts,Pacific Importers,Gifts
22515,CHILDS GARDEN SPADE PINK,2.1,270,Acme Supplies Ltd,1.068022933552358,32.0,Unknown,Acme Supplies Ltd,Other
22516,CHILDS GARDEN RAKE BLUE,2.1,208,Acme Supplies Ltd,0.973596244354478,28.0,home decor,Acme Supplies Ltd,Home Decor
22517,CHILDS GARDEN RAKE PINK,2.1,206,GlobalTrade Co,1.2105376388100522,22.0,Home Decor,GlobalTrade Co,Home Decor
22518,CHILDS GARDEN BRUSH BLUE,2.1,336,EuroParts GmbH,1.07726519818417,40.0,Kitchen,EuroParts GmbH,Kitchen
22519,CHILDS GARDEN BRUSH PINK,2.1,394,ACME SUPPLIES,1.0297091177324598,21.0,home decor,Acme Supplies Ltd,Home Decor
22520,CHILDS GARDEN TROWEL BLUE,0.85,622,EuroParts GmbH,0.4780356616885133,29.0,Home Decor,EuroParts GmbH,Home Decor
22521,CHILDS GARDEN TROWEL PINK,0.85,520,Unknown Vendor,0.3796520667794465,27.0,Stationery,UNKNOWN,Stationery
22522,CHILDS GARDEN FORK BLUE,0.85,795,Acme Supplies Ltd,0.6160043555899336,42.0,LIGHTING,Acme Supplies Ltd,Lighting
22523,CHILDS GARDEN FORK PINK,0.85,764,EuroParts GmbH,0.5981413741309736,40.0,Unknown,EuroParts GmbH,Other
22524,CHILDRENS GARDEN GLOVES BLUE,1.25,586,Global Trade Co.,0.8095840062614843,25.0,Gifts,GlobalTrade Co,Gifts
22525,CHILDRENS GARDEN GLOVES PINK,1.25,431,,0.5464685495699496,31.0,LIGHTING,UNKNOWN,Lighting
22526,WHEELBARROW FOR CHILDREN,12.75,121,ACME SUPPLIES,8.562352248071004,17.0,Gifts,Acme Supplies Ltd,Gifts
22528,GARDENERS KNEELING PAD,1.68,0,EuroParts GmbH,1.147078908928103,5.0,Gifts,EuroParts GmbH,Gifts
22529,MAGIC DRAWING SLATE GO TO THE FAIR,0.42,853,Euro Parts,0.2808613988040076,12.0,Lighting,EuroParts GmbH,Lighting
22530,MAGIC DRAWING SLATE DOLLY GIRL,0.42,3607,,0.1847529854065284,17.0,Lighting,UNKNOWN,Lighting
22531,MAGIC DRAWING SLATE CIRCUS PARADE,0.42,3384,EuroParts GmbH,0.2626544696889614,18.0,Stationery,EuroParts GmbH,Stationery
22532,MAGIC DRAWING SLATE LEAP FROG,0.42,1072,Pacific Importers,0.2906457449751615,19.0,Kitchen,Pacific Importers,Kitchen
22533,MAGIC DRAWING SLATE BAKE A CAKE,0.42,1743,PACIFIC IMPORTERS LLC,0.2528709499792911,21.0,LIGHTING,Pacific Importers,Lighting
22534,MAGIC DRAWING SLATE SPACEBOY,0.42,4494,,0.263021884158529,13.0,Lighting,UNKNOWN,Lighting
22535,MAGIC DRAWING SLATE BUNNIES,0.42,1718,Pacific Importers,0.2353794314756669,7.0,Home Decor,Pacific Importers,Home Decor
22536,MAGIC DRAWING SLATE PURDEY,0.42,4624,Acme Supplies Ltd,0.2457199760229557,7.0,home decor,Acme Supplies Ltd,Home Decor
22537,MAGIC DRAWING SLATE DINOSAUR,0.42,1883,,0.1730533981777036,16.0,Unknown,UNKNOWN,Other
22538,MINI JIGSAW GO TO THE FAIR,0.42,403,EuroParts GmbH,0.2619275642300728,28.0,Stationery,EuroParts GmbH,Stationery
22539,MINI JIGSAW DOLLY GIRL,0.42,2921,EuroParts GmbH,0.1799727402950004,10.0,home decor,EuroParts GmbH,Home Decor
22540,MINI JIGSAW CIRCUS PARADE,0.42,2518,ACME SUPPLIES,0.2319471453680128,7.0,Kitchen,Acme Supplies Ltd,Kitchen
22541,MINI JIGSAW LEAP FROG,0.42,504,PACIFIC IMPORTERS LLC,0.2110202993571089,9.0,home decor,Pacific Importers,Home Decor
22543,MINI JIGSAW BAKE A CAKE,0.42,1455,GlobalTrade Co,0.2481779086811218,18.0,LIGHTING,GlobalTrade Co,Lighting
22544,MINI JIGSAW SPACEBOY,0.42,4478,PACIFIC IMPORTERS LLC,0.1876122013219114,16.0,Home Decor,Pacific Importers,Home Decor
22545,MINI JIGSAW BUNNIES,0.42,1142,Acme Supplies Ltd,0.2696715800900778,39.0,Gifts,Acme Supplies Ltd,Gifts
22546,MINI JIGSAW PURDEY,0.42,2103,PACIFIC IMPORTERS LLC,0.2848666959284851,43.0,Lighting,Pacific Importers,Lighting
22547,MINI JIGSAW DINOSAUR,0.83,807,Unknown Vendor,0.379454467650387,6.0,Home Decor,UNKNOWN,Home Decor
22548,HEADS AND TAILS SPORTING FUN,1.25,1911,Acme Supplies Ltd,0.5456369757164485,38.0,Kitchen,Acme Supplies Ltd,Kitchen
22549,PICTURE DOMINOES,1.45,3189,Unknown Vendor,0.6538491075145848,19.0,Stationery,UNKNOWN,Stationery
22550,HOLIDAY FUN LUDO,3.75,1157,Global Trade Co.,2.6512299249917834,38.0,home decor,GlobalTrade Co,Home Decor
22551,PLASTERS IN TIN SPACEBOY,1.65,8053,,0.9650292986642957,8.0,Home Decor,UNKNOWN,Home Decor
22553,PLASTERS IN TIN SKULLS,1.65,4209,Euro Parts,0.9298432251943328,18.0,LIGHTING,EuroParts GmbH,Lighting
22554,PLASTERS IN TIN WOODLAND ANIMALS,1.65,7784,Pacific Importers,0.7216260755316096,31.0,Stationery,Pacific Importers,Stationery
22555,PLASTERS IN TIN STRONGMAN,1.65,6002,EuroParts GmbH,1.0351185939021454,38.0,Gifts,EuroParts GmbH,Gifts
22556,PLASTERS IN TIN CIRCUS PARADE,1.65,6052,,1.1612697643194143,40.0,Kitchen,UNKNOWN,Kitchen
22557,PLASTERS IN TIN VINTAGE PAISLEY,1.65,4694,Global Trade Co.,1.138277339534294,39.0,Kitchen,GlobalTrade Co,Kitchen
22558,CLOTHES PEGS RETROSPOT PACK 24,1.65,8647,GlobalTrade Co,1.0215465944364128,12.0,home decor,GlobalTrade Co,Home Decor
22559,SEASIDE FLYING DISC,1.25,507,PACIFIC IMPORTERS LLC,0.5329344385351072,43.0,Lighting,Pacific Importers,Lighting
22560,TRADITIONAL MODELLING CLAY,1.25,8167,Euro Parts,0.5491736993895057,38.0,Unknown,EuroParts GmbH,Other
22561,WOODEN SCHOOL COLOURING SET,1.65,5612,EuroParts GmbH,0.6884759400559237,31.0,Kitchen,EuroParts GmbH,Kitchen
22562,MONSTERS STENCIL CRAFT,1.25,1421,Euro Parts,0.6126471572154554,16.0,LIGHTING,EuroParts GmbH,Lighting
22563,HAPPY STENCIL CRAFT,1.25,2830,Global Trade Co.,0.5593518918826653,6.0,Home Decor,GlobalTrade Co,Home Decor
22564,ALPHABET STENCIL CRAFT,1.25,2265,Euro Parts,0.6137710176104398,44.0,LIGHTING,EuroParts GmbH,Lighting
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,0.85,934,Acme Supplies Ltd,0.454554771576391,38.0,Home Decor,Acme Supplies Ltd,Home Decor
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,0.85,879,Pacific Importers,0.6205373782611628,15.0,Home Decor,Pacific Importers,Home Decor
22567,20 DOLLY PEGS RETROSPOT,1.45,2430,Acme Supplies Ltd,0.8897658503392087,20.0,Gifts,Acme Supplies Ltd,Gifts
22568,FELTCRAFT CUSHION OWL,3.75,2916,GlobalTrade Co,2.595903093708888,35.0,Kitchen,GlobalTrade Co,Kitchen
22569,FELTCRAFT CUSHION BUTTERFLY,3.75,2487,GlobalTrade Co,2.432336344684936,23.0,Kitchen,GlobalTrade Co,Kitchen
22570,FELTCRAFT CUSHION RABBIT,3.75,2788,GlobalTrade Co,1.6476603588162042,18.0,Home Decor,GlobalTrade Co,Home Decor
22571,ROCKING HORSE RED CHRISTMAS,0.85,2332,EuroParts GmbH,0.5589363208962498,17.0,home decor,EuroParts GmbH,Home Decor
22572,ROCKING HORSE GREEN CHRISTMAS,0.85,1058,GlobalTrade Co,0.5539518398454404,7.0,LIGHTING,GlobalTrade Co,Lighting
22573,STAR WOODEN CHRISTMAS DECORATION,0.85,2689,Global Trade Co.,0.5301345844809251,8.0,Lighting,GlobalTrade Co,Lighting
22574,HEART WOODEN CHRISTMAS DECORATION,0.85,2144,acme-supplies,0.4414361871587891,40.0,home decor,Acme Supplies Ltd,Home Decor
22575,METAL MERRY CHRISTMAS WREATH,1.95,503,GlobalTrade Co,1.4609113196781298,5.0,Lighting,GlobalTrade Co,Lighting
22576,SWALLOW WOODEN CHRISTMAS DECORATION,0.85,1503,ACME SUPPLIES,0.4184065651502914,14.0,Kitchen,Acme Supplies Ltd,Kitchen
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.29,10209,Acme Supplies Ltd,0.1443317427835883,38.0,home decor,Acme Supplies Ltd,Home Decor
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.29,9279,PACIFIC IMPORTERS LLC,0.2104632339395834,35.0,LIGHTING,Pacific Importers,Lighting
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.29,5031,PACIFIC IMPORTERS LLC,0.1185014070705867,38.0,Kitchen,Pacific Importers,Kitchen
22580,ADVENT CALENDAR GINGHAM SACK,5.95,1256,PACIFIC IMPORTERS LLC,3.8308548172459327,35.0,Stationery,Pacific Importers,Stationery
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,0.85,1569,Global Trade Co.,0.5557846012439237,33.0,Kitchen,GlobalTrade Co,Kitchen
22582,PACK OF 6 SWEETIE GIFT BOXES,2.55,1049,GlobalTrade Co,1.7664678803387814,23.0,home decor,GlobalTrade Co,Home Decor
22583,PACK OF 6 HANDBAG GIFT BOXES,2.55,572,,1.889687084744839,29.0,LIGHTING,UNKNOWN,Lighting
